Designator;Mid X;Mid Y;Rotation;Layer
C9;112.209218;-38.621644;90.000000;top
C10;49.450000;-89.600000;180.000000;top
C11;75.350000;-89.500000;180.000000;top
C12;49.532500;-93.470000;180.000000;top
C13;75.250000;-93.200000;180.000000;top
C14;52.250000;-79.800000;0.000000;top
C16;77.750000;-79.800000;0.000000;top
C18;60.500000;-86.950000;90.000000;top
C19;86.300000;-87.050000;90.000000;top
C20;59.475000;-77.000000;0.000000;top
C21;52.225000;-106.500000;180.000000;top
C22;52.175000;-108.750000;180.000000;top
C23;59.475000;-78.600000;0.000000;top
C24;52.175000;-111.000000;180.000000;top
C45;59.475000;-80.050000;0.000000;top
C48;58.775000;-106.500000;0.000000;top
C81;59.475000;-81.500000;0.000000;top
C82;208.890000;-94.140000;90.000000;top
C83;208.890000;-90.170000;270.000000;top
C86;58.775000;-108.800000;0.000000;top
C89;58.400000;-83.525000;270.000000;top
C90;58.725000;-111.050000;0.000000;top
C91;84.525000;-106.500000;0.000000;top
C92;93.750000;-72.750000;270.000000;top
C95;84.525000;-108.750000;0.000000;top
C96;101.239218;-43.451644;0.000000;top
C97;84.525000;-111.000000;0.000000;top
C99;77.725000;-106.500000;180.000000;top
C100;79.600000;-58.720000;180.000000;top
C101;212.970000;-88.680000;180.000000;top
C102;101.209218;-50.291644;180.000000;top
C103;105.456218;-36.142642;0.000000;top
C104;84.510000;-55.340000;270.000000;top
C105;212.970000;-95.400000;180.000000;top
C106;91.350000;-48.040000;0.000000;top
C107;216.600000;-88.680000;180.000000;top
C108;216.600000;-95.400000;180.000000;top
C109;48.850000;-81.500000;180.000000;top
C110;74.250000;-81.300000;180.000000;top
C111;52.775000;-78.010000;180.000000;top
C112;52.775000;-76.500000;180.000000;top
C113;59.475000;-75.500000;0.000000;top
C117;84.975000;-77.000000;0.000000;top
C118;84.975000;-78.500000;0.000000;top
C119;46.592500;-92.480000;270.000000;top
C120;72.492500;-92.380000;270.000000;top
C167;58.437500;-56.600000;180.000000;top
C168;58.437500;-60.300000;180.000000;top
C170;59.175000;-62.700000;180.000000;top
C176;101.150000;-89.500000;180.000000;top
C177;101.132500;-93.370000;180.000000;top
C178;103.350000;-79.900000;0.000000;top
C179;112.000000;-86.950000;90.000000;top
C180;100.050000;-81.500000;180.000000;top
C181;84.975000;-80.000000;0.000000;top
C182;84.975000;-81.500000;0.000000;top
C183;98.192500;-92.380000;270.000000;top
C184;77.775000;-108.750000;180.000000;top
C185;77.725000;-111.000000;180.000000;top
C190;119.150000;-72.750000;270.000000;top
C191;84.975000;-75.500000;0.000000;top
C192;76.775000;-78.000000;180.000000;top
C198;126.850000;-89.600000;180.000000;top
C199;126.832500;-93.470000;180.000000;top
C200;129.250000;-79.900000;0.000000;top
C201;137.800000;-86.850000;90.000000;top
C202;125.450000;-81.800000;180.000000;top
C207;76.775000;-76.500000;180.000000;top
C208;144.350000;-72.500000;270.000000;top
C209;83.750000;-83.475000;270.000000;top
C210;178.075000;-89.600000;180.000000;top
C214;178.075000;-93.400000;180.000000;top
C215;110.975000;-75.240000;0.000000;top
C216;110.975000;-76.750000;0.000000;top
C217;123.892500;-92.480000;270.000000;top
C218;67.800000;-72.750000;270.000000;top
C222;110.975000;-78.250000;0.000000;top
C223;103.525000;-106.500000;180.000000;top
C224;103.525000;-108.750000;180.000000;top
C230;180.750000;-79.900000;0.000000;top
C231;189.700000;-87.150000;90.000000;top
C232;177.550000;-81.800000;180.000000;top
C233;152.450000;-89.600000;180.000000;top
C234;152.450000;-93.500000;180.000000;top
C235;155.350000;-79.900000;0.000000;top
C236;163.300000;-87.050000;90.000000;top
C237;151.950000;-81.900000;180.000000;top
C238;103.525000;-111.000000;180.000000;top
C239;110.225000;-106.500000;0.000000;top
C240;110.225000;-108.750000;0.000000;top
C241;110.275000;-111.000000;0.000000;top
C254;129.275000;-106.500000;180.000000;top
C255;129.275000;-108.750000;180.000000;top
C256;129.275000;-111.000000;180.000000;top
C257;136.025000;-106.500000;0.000000;top
C258;136.025000;-108.750000;0.000000;top
C259;135.975000;-111.000000;0.000000;top
C268;154.975000;-111.000000;180.000000;top
C269;155.025000;-108.750000;180.000000;top
C270;155.025000;-106.500000;180.000000;top
C271;161.725000;-106.500000;0.000000;top
C272;161.725000;-108.750000;0.000000;top
C273;161.725000;-111.000000;0.000000;top
C282;181.225000;-111.000000;180.000000;top
C283;181.225000;-108.750000;180.000000;top
C284;181.225000;-106.500000;180.000000;top
C285;188.125000;-106.500000;0.000000;top
C286;188.025000;-108.750000;0.000000;top
C287;188.025000;-111.000000;0.000000;top
C296;110.975000;-79.750000;0.000000;top
C297;110.975000;-81.250000;0.000000;top
C298;109.750000;-83.275000;270.000000;top
C299;102.525000;-78.200000;180.000000;top
C300;102.525000;-76.690000;180.000000;top
C301;136.475000;-75.010000;0.000000;top
C302;136.465000;-76.500000;0.000000;top
C303;136.465000;-78.000000;0.000000;top
C304;136.475000;-79.500000;0.000000;top
C305;136.415000;-81.000000;0.000000;top
C306;128.475000;-78.100000;180.000000;top
C307;128.475000;-76.600000;180.000000;top
C308;135.500000;-83.275000;270.000000;top
C309;162.125000;-77.000000;0.000000;top
C310;162.125000;-78.480000;0.000000;top
C311;162.125000;-80.000000;0.000000;top
C312;162.125000;-81.500000;0.000000;top
C313;161.400000;-83.625000;270.000000;top
C314;186.800000;-83.575000;270.000000;top
C315;179.775000;-77.500000;180.000000;top
C316;179.775000;-76.100000;180.000000;top
C317;187.725000;-75.700000;0.000000;top
C318;154.635000;-78.200000;180.000000;top
C319;154.625000;-76.700000;180.000000;top
C320;162.125000;-75.600000;0.000000;top
C321;187.725000;-77.080000;0.000000;top
C322;187.725000;-78.480000;0.000000;top
C323;187.725000;-79.900000;0.000000;top
C324;187.725000;-81.380000;0.000000;top
C325;175.125000;-92.450000;270.000000;top
C326;149.500000;-92.550000;270.000000;top
D1;58.950000;-52.700000;180.000000;top
D2;93.090000;-53.877500;90.000000;top
D3;192.117500;-39.650000;180.000000;top
F1;68.200000;-47.560000;270.000000;top
FB2;195.800000;-38.787500;270.000000;top
FB3;165.100000;-38.587500;270.000000;top
FB4;193.000000;-55.287500;270.000000;top
FB5;83.087500;-58.700000;0.000000;top
FB6;62.900000;-58.650000;270.000000;top
FB7;66.300000;-58.650000;270.000000;top
FB8;69.600000;-58.650000;270.000000;top
J2;208.825000;-98.230000;270.000000;top
J10;50.600000;-46.690000;0.000000;top
L1;55.500000;-98.805000;270.000000;top
L2;81.180000;-98.805000;270.000000;top
L3;88.580000;-54.230000;90.000000;top
L4;106.900000;-99.005000;270.000000;top
L5;132.700000;-99.205000;270.000000;top
L6;184.600000;-99.205000;270.000000;top
L7;158.300000;-99.205000;270.000000;top
M1;93.769218;-34.001644;270.000000;top
M2;85.300000;-34.000000;270.000000;top
R1;108.429218;-43.121644;270.000000;top
R2;106.359218;-43.141644;90.000000;top
R3;112.269218;-51.512500;90.000000;top
R4;108.656718;-47.931644;0.000000;top
R5;108.329218;-50.711644;90.000000;top
R6;117.749218;-50.821644;90.000000;top
R7;120.911718;-49.381644;180.000000;top
R12;120.209218;-38.611644;270.000000;top
R13;122.169218;-38.611644;270.000000;top
R25;49.512500;-91.500000;0.000000;top
R26;75.312500;-91.400000;0.000000;top
R27;59.387500;-89.500000;180.000000;top
R28;85.187500;-89.600000;180.000000;top
R31;219.570000;-89.930000;90.000000;top
R32;81.700000;-51.490000;180.000000;top
R33;100.816218;-35.442642;270.000000;top
R34;77.950000;-51.490000;180.000000;top
R35;102.756218;-35.442642;270.000000;top
R36;118.109218;-38.621644;270.000000;top
R37;116.159218;-38.621644;270.000000;top
R38;114.219218;-38.621644;90.000000;top
R45;178.112500;-91.500000;0.000000;top
R46;188.612500;-89.600000;180.000000;top
R47;101.112500;-91.400000;0.000000;top
R48;111.003750;-89.500000;180.000000;top
R49;152.487500;-91.500000;0.000000;top
R50;162.412500;-89.600000;180.000000;top
R52;126.812500;-91.500000;0.000000;top
R53;136.787500;-89.600000;180.000000;top
U1;131.000000;-85.100000;270.000000;top
U2;174.000000;-152.500000;0.000000;top
U3;114.169218;-45.191644;90.000000;top
U4;53.877500;-85.125000;270.000000;top
U5;79.497500;-85.000000;270.000000;top
U6;80.890000;-55.570000;270.000000;top
U7;212.882500;-92.110000;270.000000;top
U9;194.000000;-152.500000;0.000000;top
U10;194.000000;-172.500000;180.000000;top
U11;174.000000;-172.500000;180.000000;top
U12;95.000000;-172.500000;180.000000;top
U13;75.000000;-172.500000;180.000000;top
U14;75.000000;-152.500000;0.000000;top
U15;95.000000;-152.500000;0.000000;top
U16;105.200000;-85.300000;270.000000;top
U17;85.000000;-162.500000;0.000000;top
U18;182.417500;-85.300000;270.000000;top
U19;157.200000;-85.300000;270.000000;top
U30;186.300000;-47.020000;90.000000;top
U32;103.526218;-39.022642;180.000000;top
U33;101.199218;-46.874144;90.000000;top
U35;204.700000;-92.110000;270.000000;top
U36;216.512500;-92.110000;270.000000;top
U37;184.000000;-162.500000;180.000000;top
